PuzzleId,FEN,Moves,Rating,Themes
WLFFq,6k1/5pp1/7p/1p3N2/3P2PP/5Q1K/4r3/4q3 b - - 2 58,g7g6 f5h6 g8h8 f3f6 h8h7 f6f7 h7h6 g4g5 h6h5 f7f3,1851,['endgame' 'mate' 'mateIn5' 'veryLong']
WMBH1,r5rk/5p1p/p3q3/2p2N1Q/1p2P3/1P3PP1/1PP1K3/R7 b - - 0 27,a8e8 h5h7 h8h7 a1h1 h7g6 h1h6 g6g5 f3f4 g5g4 h6h4,2039,['attraction' 'endgame' 'hookMate' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WO9D7,5rk1/R1Q2p1p/4pPp1/5n2/3r4/5q1P/5P2/1R4K1 b - - 3 37,f5h4 c7f7 f8f7 b1b8 d4d8 b8d8 f7f8 a7g7 g8h8 d8f8,1727,['deflection' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
WOayS,3RRbk1/5pp1/7p/2p5/5PK1/1r4PP/r7/8 b - - 1 40,a2a3 e8f8 g8h7 f8h8 h7g6 d8d6 f7f6 f4f5 g6f7 d6d7,2227,['endgame' 'mate' 'mateIn5' 'veryLong']
WPEUH,7r/1k1NQpp1/p6q/1p1pp3/3P4/P7/KPP5/5n2 b - - 1 30,e5d4 d7c5 b7c6 e7d7 c6b6 d7b7 b6c5 b7c7 h6c6 b2b4 c5c4 c7c6,2516,"['deflection' 'doubleCheck' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
WPPsn,1r1q1rk1/3pbp2/b3pnpQ/1N6/P7/5N2/1Bn2PPP/R4RK1 b - - 0 22,c2a1 f3g5 e6e5 b2e5 f8e8 e5f6 e7f6 h6h7 g8f8 h7f7,1584,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WPdHC,8/4Q1kp/5np1/8/1p6/qPpb2P1/2P2P2/1K1R4 b - - 5 37,g7h6 d1h1 f6h5 h1h5 g6h5 e7f6 d3g6 f6f8 h6g5 f8f4,2167,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WPjrK,r3kb1r/pp1n2pp/q4n2/6N1/4R3/1P3Q2/3B1PPP/6K1 b kq - 0 18,f6e4 f3f7 e8d8 d2a5 b7b6 g5e6 d8c8 f7e8 c8b7 e8d7 b7b8 d7c7,2496,['deflection' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WPyGP,r2q1r2/pb1nb1pk/4pp2/1p1pB1N1/2pP3P/2P1P3/PP3PP1/R2QK2R b KQ - 1 16,f6g5 h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,2250,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WQURB,5rk1/p1R2ppp/3p4/3Qp1q1/6b1/Pr1B4/5bP1/3R1K2 b - - 1 24,g4d1 d5f7 f8f7 c7c8 g5d8 c8d8 f7f8 d3c4 d6d5 c4d5 g8h8 d8f8,1996,"['backRankMate' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
WRHtt,5q1k/5P2/p6p/8/2pR1QKP/1pr5/8/8 b - - 0 40,f8g7 g4h5 c3f3 d4d8 h8h7 f4e4 f3f5 e4f5 g7g6 f5g6,2080,"['defensiveMove' 'endgame' 'exposedKing' 'fork' 'mate' 'mateIn5'
 'veryLong']"
WSspH,6k1/3R2pp/3Bpp2/3b4/3r1PPP/1r6/p1K5/R7 b - - 11 45,b3g3 d7d8 g8f7 d8f8 f7g6 h4h5 g6h6 f8f6 g7f6 d6f8,2306,"['clearance' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
WTNL1,8/8/1R2k1pp/p1p5/Pb1pN3/3P1P1P/5PK1/r7 b - - 14 42,e6d5 b6d6 d5e5 f3f4 e5f4 d6f6 f4e5 f2f4 e5d5 f6d6,1528,['attraction' 'endgame' 'hookMate' 'mate' 'mateIn5' 'veryLong']
WUlIO,r4k1N/ppp1q1pp/8/3Pp2b/Q1Bb2n1/3P3P/PP4P1/RNB2K1R w - - 1 16,h3g4 e7f6 c1f4 f6f4 f1e1 f4f2 e1d1 h5g4 d1c1 f2b2,2432,['mate' 'mateIn5' 'middlegame' 'veryLong']
WVXWQ,1Q6/5pbk/1n5p/2p2PqP/8/Pp6/1P2N3/1K1RR3 w - - 1 29,b8b6 g5f5 d1d3 f5d3 b1a1 g7b2 a1b2 d3c2 b2a1 c2a2,1674,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
WVa3p,r6k/1q5p/p3Q2p/1b2P3/4R3/8/1r3bPP/3R3K b - - 1 28,a8g8 e4g4 g8f8 e6f6 f8f6 d1d8 b5e8 d8e8 f6f8 e8f8,2358,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WWm3P,5qk1/5Np1/2p1Q1P1/p2nP2p/3P1P2/6P1/2r1K2R/8 w - - 1 51,e2f3 f8a3 f3e4 a3e3 e4f5 e3d3 f5g5 d3g3 e6g4 g3g4,2059,['endgame' 'fork' 'master' 'mate' 'mateIn5' 'veryLong']
WXwaH,r1b2rk1/pp3pp1/1n2pn1p/3q2N1/7P/2PBB3/P1Q2PP1/2KR3R b - - 2 16,d5a5 d3h7 g8h8 g5f7 f8f7 d1d8 f6e8 d8e8 f7f8 e8f8,1054,"['deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WYAkc,8/p5k1/1p1p2pp/1PpP4/P1P1QPP1/2q3KP/8/8 w - - 3 46,g3h4 g6g5 f4g5 h6g5 h4h5 c3h3 h5g5 h3h6 g5f5 h6f6,1915,"['endgame' 'master' 'masterVsMaster' 'mate' 'mateIn5' 'queenEndgame'
 'veryLong']"
WYzOc,1k5r/p7/Pp3n2/1Q2b3/2R1B1p1/4P1Pp/5q2/1R5K b - - 1 33,e5g3 b5b6 a7b6 a6a7 b8a7 b1a1 f2a2 a1a2 a7b8 a2a8,2703,"['advancedPawn' 'attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WZhqw,2r3k1/ppr2p2/4pP2/1q1pP3/3P3P/1BP5/P2Q1P2/6K1 b - - 0 34,c7c3 d2g5 g8f8 g5g7 f8e8 g7g8 e8d7 g8f7 d7c6 f7e6 c6c7 e6d6,1670,['deflection' 'dovetailMate' 'endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
WZyP2,3r3r/pk3p2/8/2b5/B4Bq1/P1N2nPb/1P3P1p/R1QR3K w - - 0 28,d1d8 h3g2 h1g2 f3h4 g2h2 h4f3 h2g2 h8h2 g2f1 h2f2,2508,"['attraction' 'doubleCheck' 'exposedKing' 'kingsideAttack' 'mate'
 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong' 'vukovicMate']"
WaA3P,8/8/4pbp1/R1N2knp/P2P4/4PP2/r5K1/5B2 w - - 1 39,g2g3 h5h4 g3h4 g5f3 h4h3 a2h2 h3g3 f6h4 g3f3 h2f2,2239,"['attraction' 'deflection' 'doubleCheck' 'endgame' 'mate' 'mateIn5'
 'sacrifice' 'veryLong']"
WbM6C,2rk2nr/ppp2Q1p/2np4/2bNp3/2BPP3/7b/PPP3qP/R1BK1R2 b - - 0 11,c6d4 f7f8 d8d7 f1f7 g8e7 f8e7 d7c6 e7c7 c8c7 f7c7,2292,['hookMate' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WdXP5,r4kr1/1p2p2K/pN1pbp2/4b3/P3P1p1/8/1PP3P1/R1BQ1R2 w - - 1 23,c1h6 f8f7 b6a8 f6f5 h6g7 e5g7 f1f5 e6f5 e4f5 g8h8,2120,['defensiveMove' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WeCSL,r1b2rk1/pp2pp2/1n1p2p1/q2P4/3N4/2PQ4/P4RPP/5RK1 b - - 1 19,b6d5 d3g6 f7g6 f2f8 g8h7 f1f7 h7h6 f8h8 h6g5 d4f3 g5g4 h8h4,2390,"['hookMate' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WfzMb,Qnk5/Rp3q2/1P1p4/2pPp1Bp/B1P1PnpP/8/1P4PK/5r2 w - - 1 36,a4c6 g4g3 h2g3 f4e2 g3h2 f1h1 h2h1 f7f1 h1h2 f1g1 h2h3 g1h1,1711,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WgCFR,2r4r/1p3ppp/p2Rk3/1P2P3/B4P2/B1b1K3/b5PP/8 b - - 2 23,e6f5 a4c2 f5g4 c2d1 g4h4 d6h6 g7h6 a3e7 f7f6 e7f6,2393,['clearance' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WgKMg,8/8/6p1/5p1p/1p3P1P/pP3P2/8/k1K5 b - - 7 54,a3a2 c1c2 g6g5 h4g5 h5h4 g5g6 h4h3 g6g7 h3h2 g7g8q h2h1q g8g7,2081,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong' 'zugzwang']"
WgPtv,2rnk2r/1bq1B1p1/p2pp3/1p6/4P2p/P1NQ2n1/BPP1N1PP/R4R1K w k - 1 20,h2g3 h4g3 h1g1 c7c5 d3d4 h8h1 g1h1 c5h5 e7h4 h5h4 h1g1 h4h2,2213,"['attraction' 'discoveredAttack' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'pin' 'sacrifice' 'veryLong']"
WhEod,2r3k1/5pp1/q1r3b1/p2QPpPp/1P1B1P1P/4P3/1P6/R3K1R1 w Q - 1 30,e1f2 c6c2 f2g3 a6e2 g1g2 e2g4 g3h2 g4h4 h2g1 c2c1 a1c1 c8c1,1920,['deflection' 'mate' 'mateIn5' 'middlegame' 'veryLong']
Wi0kB,2R3k1/p4p2/4p1pP/3p4/4b2P/8/qr3B2/4Q1K1 b - - 1 32,g8h7 c8h8 h7h8 e1c3 d5d4 c3d4 e6e5 d4e5 f7f6 e5f6 h8g8 f6g7,1979,['attraction' 'endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WiV1B,1R6/1P2ppkp/5bp1/q3n3/4Q3/4B2P/4BPPK/q7 b - - 1 41,a5e1 b8g8 g7g8 b7b8q g8g7 e3h6 g7h6 b8f8 f6g7 e4h4,1863,"['advancedPawn' 'attraction' 'mate' 'mateIn5' 'middlegame' 'promotion'
 'veryLong']"
WiWrm,8/pp1b1k1P/3p4/8/3Pppr1/1N1nP1N1/Pr3PK1/5R1R w - - 0 29,h7h8q d3e1 f1e1 g4g3 g2f1 d7b5 e1e2 b2b1 b3c1 b1c1,2686,['mate' 'mateIn5' 'middlegame' 'pin' 'veryLong']
Wj5wP,1k1r1r2/1ppq2p1/p3p2b/P2pP2p/3Q4/1R4P1/6PP/1R5K b - - 3 27,b7b6 b3b6 c7b6 d4b6 b8a8 b6a6 d7a7 a6c6 a7b7 c6b7,2003,['mate' 'mateIn5' 'middlegame' 'queensideAttack' 'sacrifice' 'veryLong']
Wj63o,1r4k1/p4p1p/3Qb1p1/q1p5/1p2P1P1/P4P2/1bP1R3/1NKR4 w - - 0 24,c1b2 b4a3 b2a1 b8b1 a1b1 a3a2 b1b2 a5b4 b2a1 b4c3,2246,"['advancedPawn' 'attraction' 'discoveredAttack' 'doubleCheck' 'mate'
 'mateIn5' 'middlegame' 'veryLong']"
WjUUQ,2k2rr1/pp6/3P1n1p/1q1Pp3/RP2P3/4KP1p/2Q1N1p1/6R1 b - - 0 28,c8b8 c2c7 b8a8 a4a7 a8a7 g1a1 b5a6 a1a6 a7a6 c7a5,1865,"['attraction' 'master' 'mate' 'mateIn5' 'middlegame' 'pin'
 'queensideAttack' 'sacrifice' 'veryLong']"
WjXDf,7k/5ppp/p6n/P1B5/1Q3PPn/6KP/1R6/3r3q b - - 8 33,h4g6 b4b8 g6f8 b8f8 h6g8 f8g8 h8g8 b2b8 d1d8 b8d8,1272,"['attraction' 'backRankMate' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WjgOB,r3rk1R/pp2p3/3qQb2/6p1/2Pp2P1/1P3R2/P1P2P2/2K5 b - - 7 24,f8g7 h8h7 g7h7 e6f7 f6g7 f3h3 d6h6 h3h6 h7h6 f7h5,2120,"['attraction' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'pin'
 'sacrifice' 'veryLong']"
WjprU,K1k5/P5p1/2P4p/8/8/6PP/8/8 w - - 1 63,c6c7 c8c7 h3h4 h6h5 g3g4 h5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q g1g2,2420,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'quietMove' 'veryLong']"
WkUOy,4r1k1/3Q2pp/p7/3pN3/3Pq1P1/P5KP/1P3P2/5r2 b - - 5 37,e8f8 d7e6 g8h8 e5f7 f8f7 e6c8 e4e8 c8e8 f7f8 e8f8,1998,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
Wkp4b,8/1Q6/p5pk/3p3p/4p3/PB1n4/1q4PP/4R1K1 w - - 1 36,e1f1 b2d4 g1h1 d3f2 f1f2 d4a1 b3d1 a1d1 f2f1 d1f1,2048,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WlZiu,8/5pk1/p6p/1p5K/1Pp4P/2P2P2/P7/8 w - - 3 44,f3f4 f7f5 a2a3 g7h7 a3a4 b5a4 b4b5 a4a3 b5a6 a3a2 a6a7 a2a1q a7a8q a1d1 a8f3 d1f3,2234,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'quietMove' 'veryLong']"
Wm5tq,1r5r/p3k1p1/1q2pb2/1p6/1Pp1QP2/2P3R1/P2P2pP/R1B3K1 w - - 4 25,g1g2 h8h2 g2h2 b6f2 e4g2 b8h8 g3h3 h8h3 h2h3 f2h4,2113,['attraction' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
Wm8Kx,r5k1/1pb4p/3qpp2/7R/3P2r1/p2QPN2/5P2/5K1R b - - 1 33,a3a2 d3h7 g8f8 h7h8 g4g8 h8g8 f8g8 h5h8 g8f7 h1h7 f7g6 f3h4 g6g5 h7g7,2379,"['attraction' 'master' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
Wmqwz,r1bq1rk1/3n1ppp/p2p4/2p3b1/1p2P3/1P4Q1/PBPNBP1P/2K3RR b - - 1 15,g5f6 g3g7 f6g7 g1g7 g8h8 g7g8 h8g8 h1g1 d8g5 g1g5,2265,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
Wn0Sc,8/2p2q2/7k/B1Pp2b1/3P2Qp/4P3/1r3PPP/5RK1 w - - 9 34,g4c8 f7f2 f1f2 b2b1 a5e1 b1e1 f2f1 g5e3 g1h1 e1f1,2105,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
Wn9On,5qk1/Q3R1bp/6p1/2p5/8/8/P1r2PPP/5RK1 w - - 0 26,a2a4 f8f2 f1f2 c2c1 f2f1 g7d4 e7e3 d4e3 g1h1 c1f1,1663,['backRankMate' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WnE9K,5rr1/kbP3q1/1p6/p1p1p3/P3Q3/2P5/2P2BP1/1R2RBK1 w - - 1 30,e4e5 g7g2 f1g2 g8g2 g1h1 g2g7 e1e4 f8h8 f2h4 h8h4 e5h2 b7e4,2461,"['discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice'
 'veryLong']"
WnrOE,5rk1/pp4p1/2p1R1Q1/3p2Nn/3P4/2P4P/PP3P1b/2q1N1K1 w - - 3 25,g1h2 c1f4 h2h1 h5g3 f2g3 f4f1 h1h2 f8f2 e1g2 f1g2,2235,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WoTh0,1r2k2r/2N5/p6p/3pP3/2pP3B/b1Pq4/P3n1QP/5R1K b k - 4 30,e8d7 g2d5 d7c7 d5f7 c7b6 f1f6 a3d6 f6d6 b6a5 f7c7 b8b6 c7b6 a5a4 b6a6,2947,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Wof1q,5rk1/p4ppp/1p2p3/q2pP1N1/1b1P4/r3P3/6PP/2RQ1RK1 b - - 0 24,b4d2 d1h5 d2e3 g1h1 e3g5 h5f7 f8f7 c1c8 g5d8 c8d8 f7f8 f1f8,2300,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WpOKq,r5rk/3q1p1p/5Pb1/4p1P1/p3P2Q/PPpPB3/6K1/R6R b - - 0 39,a4b3 h4h7 g6h7 h1h7 h8h7 a1h1 d7h3 h1h3 h7g6 h3h6,1502,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WpoZA,k3r1r1/pb5p/1pRQ4/4P3/8/4P3/PP3PPP/5RK1 w - - 3 23,c6c7 g8g2 g1h1 g2g1 h1g1 e8g8 c7g7 g8g7 d6g6 g7g6,2068,"['attraction' 'doubleCheck' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
Wq91m,r3rq1k/pbp2ppN/1pn5/5N2/5nQ1/2P5/PPB3PP/R6K b - - 0 21,h8h7 g4h4 f4h5 h4h5 h7g8 f5e7 f8e7 h5h7 g8f8 h7h8,2141,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WqIOl,r3k2r/pp1n1pp1/2p1P1p1/8/3P2q1/3B4/PP2KP1b/R1BQR1N1 w kq - 1 20,f2f3 g4g2 e2e3 h2f4 e3f4 h8h4 f4e3 g2g5 f3f4 g5f4 e3e2 h4h2,2425,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WqZ2i,1b2r1k1/pp1Q2pp/2p2p2/3pN3/PP1Pr2n/2P1B2P/4KPq1/R3R3 b - - 1 26,e8f8 d7e6 g8h8 e5f7 f8f7 e6c8 e4e8 c8e8 f7f8 e8f8,2500,['fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Wr1A2,5rk1/1b3Np1/p3Q2p/np6/3P1b1q/P5P1/BPr2P1P/R3R1K1 b - - 0 22,f4g3 f7e5 g8h7 e6g6 h7h8 e5f7 f8f7 e1e8 f7f8 e8f8,2300,"['clearance' 'discoveredAttack' 'fork' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
Wr2hX,bb4k1/p5pp/4pn2/2pp4/q4PN1/2BP2N1/P5PP/4Q1K1 b - - 1 25,f6g4 e1e6 g8f8 c3g7 f8g7 g3f5 g7h8 e6c8 a4e8 c8e8,2389,['attraction' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WrfcL,r1b3k1/p1p2ppp/2p1r3/P7/1P2P2P/2BPqP2/3QB1n1/R4K1R w - - 3 24,f1g2 e6g6 g2f1 c8h3 f1e1 g6g1 h1g1 e3g1 e2f1 g1f1,1490,['mate' 'mateIn5' 'middlegame' 'veryLong']
WsDaD,5r1k/p1q4p/1p6/4Nb2/5P1Q/1B4P1/PP1r3P/4R1K1 w - - 1 31,h4h6 c7c5 g1h1 f5e4 e1e4 c5c1 b3d1 c1d1 e4e1 d1e1,1821,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Wsws8,r2qk2r/1p3pp1/p7/2pp1b2/4p1p1/1P1PP3/PBPNB1PK/R2Q1R2 w kq - 0 15,h2g1 h8h1 g1h1 d8h4 h1g1 g4g3 d2f3 e4f3 f1f3 h4h2 g1f1 h2h1,1946,"['attraction' 'kingsideAttack' 'master' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
Wt6ov,K7/P1k2pp1/8/4Pp1p/7P/6P1/8/8 w - - 0 47,e5e6 f7e6 g3g4 h5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q g1g2,2045,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
WuK6N,4r1k1/2R2ppp/5b2/3Q4/1p6/4PB2/rq3PPP/5RK1 b - - 1 22,e8f8 d5f7 f8f7 c7c8 f6d8 c8d8 f7f8 f3d5 g8h8 d8f8,1650,"['backRankMate' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
Wut69,r4k2/2Rb1prp/4NQp1/p2pP3/q4P1P/8/6P1/2R3K1 b - - 0 26,d7e6 f6e7 f8g8 c7c8 a8c8 c1c8 e6c8 e7d8 a4e8 d8e8,2149,['fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WvVXF,r5k1/2p3p1/1b6/1PqNRp1Q/K1P4P/8/6P1/7R w - - 1 38,a4b3 c5a3 b3c2 a3a2 c2d3 a8a3 d5c3 a3c3 d3c3 b6a5 c3d4 a2d2 d4c5 d2d6,2612,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WvY8D,1k1r3r/1pp5/4bp2/1N3n2/5Np1/P3P1K1/1PP1BP2/R1B2R2 w - - 5 24,g3g4 f5d4 f4e6 d8g8 e6g7 g8g7 g4f4 h8h4 e2g4 g7g4,2434,['discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
WwHCt,3k4/R4p2/3Np3/2QpPp1p/5P1q/7P/P1P1b1P1/1r5K w - - 0 33,h1h2 h4f4 g2g3 b1h1 h2h1 e2f3 h1g1 f4g3 g1f1 g3g2 f1e1 g2e2,2126,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
WyF9N,1n3rk1/1b2bppB/r1pqp2p/p3N3/Pp1P1N2/4P3/1PQ2PPP/2R1K2R b K - 7 19,g8h8 e5f7 f8f7 f4g6 h8h7 g6f8 h7g8 c2h7 g8f8 h7h8,2046,"['doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WyHKV,b7/5p1k/2q1pPp1/3nP1QB/5P2/Brp1P1K1/7P/R7 b - - 0 33,d5e3 h5g6 f7g6 g5h4 h7g8 f6f7 g8f7 h4h7 f7e8 h7e7,2314,"['advancedPawn' 'attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
WyKbI,k2r3r/1pQ2pp1/p3p3/7p/1bN2B2/5Kn1/qPP2P1P/8 b - - 6 25,d8c8 c4b6 a8a7 b6c8 h8c8 f4e3 b4c5 e3c5 a7a8 c7c8,2050,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
WyWJP,r6r/ppp3p1/3P1nkp/8/2B5/qPp2P1P/n1P2P2/1K1R2R1 b - - 2 20,g6h5 c4f7 g7g6 f7g6 h5h4 d1d4 f6e4 d4e4 h4h3 g1g3 h3h2 e4h4,2003,['mate' 'mateIn5' 'middlegame' 'veryLong']
X4QSx,4r2k/p1R5/3p3p/8/3b1P2/q3NQPp/P6P/5RK1 w - - 1 30,f3g4 a3e3 g1h1 e3e4 g4f3 e4f3 f1f3 e8e1 f3f1 e1f1,1681,['clearance' 'hangingPiece' 'mate' 'mateIn5' 'middlegame' 'veryLong']
X4lWY,2r1r1k1/6p1/4p1P1/p2pP3/3P4/p3BP1Q/R1n3K1/1q6 b - - 5 36,b1a2 h3h7 g8f8 h7h8 f8e7 h8g7 e7d8 e3g5 e8e7 g7e7,1785,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
X5eEt,4r1k1/4r1pp/p3b3/1pp3qB/2Pnp3/1P6/P4RPQ/5RK1 b - - 3 36,e8d8 f2f8 d8f8 f1f8 g8f8 h2b8 e6c8 b8c8 e7e8 c8e8,1564,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
X5zeB,r1q1r2k/pp2p1bp/2n3P1/2pN2B1/2B3b1/2P5/PP2Q3/2KR3R b - - 0 22,g4e2 h1h7 h8g8 d5f6 g8f8 h7h8 g7h8 g5h6 h8g7 f6h7,2430,"['doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
X82rv,r6k/ppR4p/2bP4/4q3/6r1/4PN2/PP3PPP/5RK1 w - - 0 26,f3e5 g4g2 g1h1 g2g1 h1g1 a8g8 c7g7 g8g7 e5g6 g7g6,2040,"['attraction' 'doubleCheck' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
X9AlZ,2k4r/ppp3p1/8/2qP3r/5Bn1/1Q4PP/PP4B1/R4R1K w - - 7 27,b3c3 h5h3 g2h3 h8h3 h1g2 h3h2 g2f3 c5d5 f3g4 d5h5,1913,"['exposedKing' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
X9WZT,1k3r2/pPp2qp1/4p3/4P3/1PQPp3/4nrPp/R4B1P/5RK1 w - - 1 27,c4a6 f3g3 h2g3 h3h2 g1h2 f8h8 h2g1 h8h1 g1h1 f7f3 h1g1 f3g2,2199,"['advancedPawn' 'attraction' 'kingsideAttack' 'mate' 'mateIn5'
 'middlegame' 'sacrifice' 'veryLong']"
X9XiD,r6r/pp1q1pp1/4k2p/2BppbP1/8/P1PP2QP/2P2P2/R4RK1 b - - 1 23,a8c8 g3e5 e6e5 f2f4 e5e6 a1e1 f5e4 f4f5 e6e5 d3d4,2451,['attraction' 'mate' 'mateIn5' 'middlegame' 'pin' 'sacrifice' 'veryLong']
X9ubi,5r1k/1Qp3pp/p2b2r1/4n3/1P6/2P4q/PB1N1PBP/R4RK1 w - - 0 22,g1h1 h3h2 h1h2 e5f3 h2h1 g6h6 g2h3 h6h3 h1g2 h3h2,1985,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
XA2eK,5r2/ppr2p1k/3qpRp1/3p2Rp/8/2P4P/PP2Q1P1/7K b - - 12 37,h7h6 e2h5 h6g7 f6g6 f7g6 h5g6 g7h8 g5h5 c7h7 h5h7,2309,['endgame' 'mate' 'mateIn5' 'pin' 'sacrifice' 'veryLong']
XAQKF,2r1k3/5RR1/1p4p1/3p1b2/3N1P2/1P1P3p/P1Pr4/7K w - - 5 36,d4b5 d2d1 h1h2 c8c2 h2g3 c2g2 g3h4 g2g4 h4h3 d1h1,2314,['endgame' 'exposedKing' 'mate' 'mateIn5' 'veryLong']
XBCgI,2kr2r1/pb1p1p1p/1p3n2/2p3B1/2P5/2N5/PP2BPPP/R4RK1 w - - 6 15,g5f6 g8g2 g1h1 g2g1 h1g1 d8g8 f6g5 g8g5 e2g4 g5g4,2210,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
XFcQe,r2qnrk1/pp2b1p1/2bpP1P1/2p4Q/2P5/1PN1B2P/P7/R4RK1 b - - 0 23,f8f1 a1f1 e8f6 f1f6 e7f6 e6e7 d8e7 h5h7 g8f8 h7h8,2463,['advancedPawn' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
XGRNE,2r3k1/p2q1p2/Pp1p1P1p/2r1p3/R1P1P3/2P5/4Q1KP/5R2 b - - 0 27,d7a4 e2g4 g8f8 g4g7 f8e8 g7g8 e8d7 g8f7 d7c6 f7b7,1571,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
